Todas as Informações aqui contidas são relativas ao 5 dia util de outubro de 2023. Após essa data podem ter ocorrido mudanças e deslocamentos.;;;;;;;;;;;
DAA 2023 - Amostras de Fluidos;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Tipo de fluido;Profundidade topo (m);Profundidade base (m);Quantidade de amostra;Tipo de container;Volume (L);Data de conclusão do poço;Município/Estado;Depositária
CAMPOS;74281020613;3-BRSA-234-RJS;ÓLEO;2.855,00;2.885,00;1;Garrafa Ambar1L;400 ml;28/11/2003;RIO DE JANEIRO/RJ;BW
CAMPOS;74281020730;3-BRSA-255-RJS;ÓLEO;3.333,00;3.372,00;1;Garrafa Ambar1L;700 ml;29/02/2004;RIO DE JANEIRO/RJ;BW
CAMPOS;74281020730;3-BRSA-255-RJS;ÓLEO;3.333,00;3.372,00;1;Garrafa Ambar1L;800 ml;29/02/2004;RIO DE JANEIRO/RJ;BW
CAMPOS;74281020730;3-BRSA-255-RJS;ÓLEO;3.806,50;3.812,50;1;Garrafa Ambar1L;700 ml;29/02/2004;RIO DE JANEIRO/RJ;BW
CAMPOS;74281020730;3-BRSA-255-RJS;ÓLEO;3.806,50;3.812,50;1;Garrafa Ambar1L;1 L;29/02/2004;RIO DE JANEIRO/RJ;BW
ESPÍRITO SANTO;342700032500;3-LP-4-ES;ÓLEO;1331,00;1337,00;2;GARRAFA PLASTICA;1,00;13/06/1980;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO;342700143700;7-LPB-11-ES;ÓLEO;1344,00;1537,00;2;GARRAFA PLASTICA;1,00;18/01/1986;LINHARES/ES;CAPIXABA
SANTOS;86316021358;1-CHEV-2-SPS;ÓLEO;0,00;0,00;1;Garrafa plástica 2L;2L;31/07/2005;RIO DE JANEIRO/RJ;CHEVRON
SANTOS;74316027463;7-ATL-3H-RJS;ÓLEO;2.748,00;3.560,00;1;barril de metal | 50-200 L;;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027463;7-ATL-3H-RJS;ÓLEO;2.748,00;3.560,00;1;barril de metal | 50-200 L;;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027463;7-ATL-3H-RJS;ÓLEO;2.748,00;3.560,00;1;barril de metal | 50-200 L;;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027463;7-ATL-3H-RJS;ÓLEO;2.748,00;3.560,00;1;barril de metal | 50-200 L;;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027463;7-ATL-3H-RJS;ÓLEO;2.748,00;3.560,00;1;barril de metal | 50-200 L;;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
RECÔNCAVO;20240022131;1-QG-3-BA;água/topo;0,00;0,00;1;garrafa de vidro | 1 L;900 ml;21/02/2007;RIO DE JANEIRO/RJ;ENAUTA
RECÔNCAVO;20240022131;1-QG-3-BA;água/meio;0,00;0,00;1;garrafa de vidro | 1 L;950 ml;21/02/2007;RIO DE JANEIRO/RJ;ENAUTA
RECÔNCAVO;20240022131;1-QG-3-BA;água/topo;0,00;0,00;1;garrafa de vidro | 1 L;1 L;21/02/2007;RIO DE JANEIRO/RJ;ENAUTA
RECÔNCAVO;20240022131;1-QG-3-BA;água/meio;0,00;0,00;1;garrafa de vidro | 1 L;950 ml;21/02/2007;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316019337;1-SHEL-4A-RJS;lama;0,00;0,00;1;garrafa de vidro | 1 L;990 ml;10/04/2001;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316019337;1-SHEL-4A-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 1 L;900 ml;10/04/2001;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316019337;1-SHEL-4A-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 1 L;1 L;10/04/2001;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316019337;1-SHEL-4A-RJS;lama;0,00;0,00;1;garrafa de vidro | 1 L;950 ml;10/04/2001;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316021915;3-SHEL-20HPA-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 1 L;950 ml;26/08/2006;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316021915;3-SHEL-20HPA-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 1 L;400 ml;26/08/2006;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316021915;3-SHEL-20HPA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 1 L;350 ml;26/08/2006;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316021915;3-SHEL-20HPA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 1 L;1 L;26/08/2006;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316021915;3-SHEL-20HPA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 1 L;1 L;26/08/2006;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316019592;3-SHEL-8-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 1 L;1 L;24/12/2001;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316019592;3-SHEL-8-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 1 L;1 L;24/12/2001;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;5.820,00;5.987,00;1;pote de plástico | 20 L;18 L;01/01/2016;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;5.820,00;5.987,00;1;garrafa de vidro | 1 L;1 L;01/01/2016;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;5.820,00;5.987,00;1;garrafa de vidro | 1 L;1 L;01/01/2016;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;6.029,00;6.172,00;1;Garrafa Ambar1L;1 L;01/01/2016;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;6.029,00;6.172,00;1;garrafa de vidro | 1 L;1 L;01/01/2016;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;6.029,00;6.172,00;1;garrafa de vidro | 1 L;1 L;01/01/2016;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027346;7-ATL-2HP-RJS;ÓLEO;2.752,00;3.502,00;1;garrafa de vidro | 2 L;1.900 ml;06/02/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027463;7-ATL-3H-RJS;ÓLEO;2.748,00;3.560,00;1;garrafa de vidro | 1 L;880 ml;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027463;7-ATL-3H-RJS;ÓLEO;2.748,00;3.560,00;1;garrafa de vidro | 1 L;900 ml;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027463;7-ATL-3H-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 1 L;950 ml;06/05/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027346;7-ATL-2HP-RJS;ÓLEO;0,00;0,00;1;barril de plástico | 20 L;15 L;06/02/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316027346;7-ATL-2HP-RJS;ÓLEO;0,00;0,00;1;barril de plástico|5 L;5 L;06/02/2014;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;ÓLEO;0,00;0,00;1;cilindro de metal;;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;ÓLEO;0,00;0,00;1;cilindro de metal;;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;ÓLEO;0,00;0,00;1;cilindro de metal;;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;ÓLEO;0,00;0,00;1;cilindro de metal;;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;ÓLEO;0,00;0,00;1;cilindro de metal;;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;ÓLEO;0,00;0,00;1;cilindro de metal;;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;lama;0,00;0,00;1;garrafa plastica 1.5L;1 L;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;lama;0,00;0,00;1;garrafa plástica 1L;1 L;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
SANTOS;74316030045;9-ATL-8DP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 70 ml;15ml;12/06/2023;RIO DE JANEIRO/RJ;ENAUTA
CAMPOS;74281025255;1-REPF-11A-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa;0,04;13/05/2011;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025255;1-REPF-11A-RJS;Filtrante;Não tem inf;Não tem inf;1;Garrafa;0,02;13/05/2011;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281027325;3-REPF-14-RJS;ÓLEO;6301.00;6422.00;1;Garrafa;2,00;14/09/2014;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281027325;3-REPF-14-RJS;ÓLEO;6301.00;6422.00;1;Garrafa;2,00;14/09/2014;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281027325;3-REPF-14-RJS;ÓLEO;6301.00;6422.00;1;Tambor;89,00;14/09/2014;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.33;1;Tambor;89,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.34;1;Tambor;200,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.37;1;Tambor;200,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.45;1;Garrafa plástica;1,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.17;1;Garrafa plástica;1,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.18;1;Garrafa plástica;1,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.19;1;Garrafa plástica;1,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.20;1;Garrafa plástica;2,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.15;1;Garrafa plástica;2,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.16;1;Garrafa plástica;2,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.50;1;Garrafa plástica;2,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;Condensado;Código na amostra;1.51;1;Garrafa plástica;5,00;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028609;3-REPF-17-RJS;Condensado;6013,00;6135,00;4;Garrafa de Plástico;2,00;04/04/2016;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,05;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,10;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,03;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,01;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,01;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,05;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,10;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,02;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,02;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Vidro;0,02;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,02;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,05;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,03;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,01;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,01;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,02;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,01;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,02;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,02;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281025675;1-REPF-12D-RJS;Condensado;Não tem inf;Não tem inf;1;Garrafa de Vidro;0,18;08/03/2012;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024390;6-REPF-6P-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,01;22/02/2010;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024390;6-REPF-6P-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,03;22/02/2010;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024390;6-REPF-6P-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,02;22/02/2010;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;Filtrado;Não tem inf;Não tem inf;1;Garrafa de Vidro;0,20;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;Base;Não tem inf;Não tem inf;1;Garrafa de Plástico;0,90;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,01;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,01;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,01;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,01;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,02;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,02;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281024209;1-REPF-5-RJS;ÓLEO;Não tem inf;Não tem inf;1;Garrafa de Vidro Âmbar;0,01;07/12/2009;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;5820,00;5987,00;1;Tambor de Plástico;5,00;01/01/2016;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;5820,00;5987,00;1;Garrafa de Vidro Âmbar;1,00;01/01/2016;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;6029,00;6172,00;1;Garrafa de Vidro Âmbar;0,80;01/01/2016;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316027979;3-BRSA-1290-SPS;ÓLEO;5820,00;5987,00;1;Garrafa de Vidro Âmbar;1,00;01/01/2016;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316027781;3-BRSA-1216DA-SPS;ÓLEO;5974,00;6132,00;4;Garrafa de Vidro Âmbar;1,00;16/04/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316027781;3-BRSA-1216DA-SPS;ÓLEO;5974,00;6132,00;1;Tambor;200,00;16/04/2018;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281020891;1-ENC-1-RJS;ÓLEO;1,14;2 296,00;1;Lata de metal 20L;3L;23/05/2004;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281020891;1-ENC-1-RJS;ÓLEO;2,02;2 296,00;1;Lata de metal 20L;500mL;23/05/2004;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281021442;3-ENC-3-RJS;ÓLEO;Não tem inf;1.58;2;Lata de metal 20L;;19/09/2005;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281021492;3-ENC-4-RJS;ÓLEO;;2 257,50;11;Lata de metal 20L;;12/10/2005;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281021492;3-ENC-4-RJS;ÓLEO;;2 285,50;1;Lata de metal 20L;;12/10/2005;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281022314;3-PRG-1-RJS;ÓLEO;;2 273,00;2;Tambor 10L;;03/07/2007;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281026485;3-STAT-8-RJS;ÓLEO;2225,00;2 225,00;2;Garrafa de vidro 1L;;31/10/2012;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,12;6296,20;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,12;6296,20;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,13;6296,20;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,13;6296,20;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,15;6296,20;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,15;6296,20;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,19;6426,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,20;6426,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,21;6426,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,22;6340,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,23;6340,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,24;6340,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;2,03;6526,17;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;2,03;6526,17;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;2,04;6526,17;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;2,04;6526,17;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;2,05;6526,17;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,12;6296,20;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,19;6426,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;1,22;6340,50;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029203;1-STAT-10A-SPS;ÓLEO;2,03;6526,17;1;Frasco Âmbar;;27/07/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;0,05;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;0,01;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;0,05;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;0,05;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;0,05;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;0,05;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316029267;1-STAT-10C-SPS;ÓLEO;6255,00;6445,00;1;Garrafa de Vidro Âmbar;;05/09/2018;RIO DE JANEIRO/RJ;EQUINOR
